text,true,response,pred
"As long as you don't mind paying a little more attention than you normally might for other films, this is one of the best ""thrillers"" you'll ever see. The film portrays an incident that might occur in real life; nothing in it seems fictional at all, in fact. It also portrays how people might react in real life. In fact, it portrays these so well that is seems like real life. Combine that with the lack of a soundtrack, and you've almost got the best news like movie you've ever seen. Jane Fonda and Jack Lemmon are particularly good in this late seventies masterpiece, evoking concern on her end and genuine tragic pity on his end. I highly recommend it to anyone who likes thrillers.",pos,positive,pos
"A very intelligent and exciting thriller that doesn't rely on action but on situation, which is all to rare these days. I would compare this film to The Day of the Jackal, another film about the pursuit of a dangerous international criminal. The acting across the board is superlative   Aidan Quinn has a tricky double role as the vicious terrorist Carlos and as the Navy man who impersonates him. Donald Sutherland plays the amoral CIA agent who hires him. Ben Kingsley plays the Israeli officer who assists in the plan. This is a very tense and effective film, and it's remarkable considering just how little action there is in it. The first half of the film is all set up, as the Navy man prepares to impersonate Carlos. The second half is a breathless actioner, the action coming out of the characters and their situations, thus making it all the more gripping. A really tight film that shouldn't be overlooked.",pos,Positive,pos
"While the writing was terrible, the acting was atrocious, the only thing that saved this ""turd"" was the breast count, but that wasn't enough to make me watch this again. All said and done I'm actually dumber from watching this movie. This was a new low for Troma. Lloyd Kaufman starting the movie wearing a garbage bag and making fart noises should have made me realize what I was getting into. This was by far one of the worst ever put out by the Troma team. The best place to show this movie would be to invalids, sense they can't get up to change the channel. To conclude this is not a swift recommendation to watch this movie just for the breasts.",neg,negative,neg
"After watching this movie, I felt as if I had just eaten a box of stale, chewy cracker jack only to find no prize inside. This movie has real promise: porn stars in a skinemax feature! Unfortunately, someone forgot to tell the producers that WE LIKE SOME T&A IN OUR T & A FLICKS!!! Sure, we get a few quick flashes and a couple of ""bathing in the creek"" scenes. But where's the sex? How can you have four girls, ""sorority girls"" no less, in this type of movie with only one, pitiful 5 second lesbian scene? Good night, USA Up All Night provides more titillation! Look, we don't watch this type of movie for great cinematography, screenwriting or action. We want to see some kink! What a letdown.",neg,Negative,neg
"Abysmal pulp adventure exploitation in the jungle woman genre. Lousy audio thankfully obscures the dumb dialog. And it's awfully talky for a movie about people who don't speak English. There's no adventure to be found here; it's a jungle adventure with cliffhangers and one wild animal attack that happens in flashback. Three pale face dopes wander the African wilderness and encounter warring man hungry tribes of Amazons. These wild women have advanced out of the Stone Age only so far as to invent makeup, shoes, and underarm hair removal technology. Despite their desperation for ""hus bahnd,"" the ladies insist that they will fight the men and burn the weaker ones. The only thing of interest, as if there were any question, is the assortment of young women clad in animal skins cleverly designed like the bathing suits of 1951. Plenty of wrestling and bad dancing mixed with stripless 1950s stripper moves. No nudity or appreciable violence. On the other hand, you may be humming the catchy native song for days.",neg,Negative,neg
"I first saw ""The Knowledge"" during a Thames Television marathon on one of the local independent stations in Los Angeles back when it was new. I enjoyed it very much along with danger UXB. That a movie I saw once over twenty year ago should stick so well in my memory is a testament to it's originality and the quality of the performances by the cast. I looked for a DVD copy here in the U.S.A. And found none. I finally gambled and bought a UK DVD off Ebay and was delighted to find that it has no Region Code. So those of us that would like to see this little gem can get a copy.",pos,positive,pos
"The Grudge 2...Let's see. Don't get me wrong, I'm not a Japanese Horror Film or Horror or Grudge basher. I loved the first one and the Original Ju On. I feel that much more justice could have been done for this one. Aubrey only existed to fill in what needed to be 'discovered' in the ending, (which if you've already seen Ju On before this, you already know the whole movie) all it was really was a complete remake of Ju On, just more closely followed than The Grudge. Though everyone may have thought that it's coming to America was a bit interesting, it was expected as the house burning in the end of The Grudge left the 2nd hungering for a new plot.  Save your $6.50 and wait for this to come out on DVD, rent it, watch it, then decide if you want to buy it. This movie is good for a fall asleep at 2 in the morning film. But overall, I'd say a 4 out of 10. Sorry Grudge fans, it's just...They just failed at this one.",neg,negative,neg
"For weeks I had been looking forward to seeing this movie only to find myself hugely disappointed after wards. In my opinion, the only good thing 'River Queen' had going for it was the amazing scenery used as backgrounds. The story line was all over the place, Samantha's character Sarah was very difficult to understand and what on earth were all the many close ups of her face for? It brought absolutely nothing to the story if there was one at all!A better actor for the part of Boy could also have been selected, to me it sounded like he read his lines straight of the script while shooting his scenes.Overall, a real shame as it could have been such a good movie.",neg,Negative,neg
"One of my absolute favorite childhood films. The Chipmunk adventure packs incredible fun geared for young and old alike. The animation is lively and colorful and the film itself boasts some of the best songs ever put in an animated feature. Who could forget the dynamic ""Boys Girls of Rock n' Roll"", the exciting ""Diamond Dolls"", and the heartrending ""My Mother""?  This should be considered a nostalgic classic animated gem from the eighties. It's too bad they don't make them like this anymore. Most animated films today resort to violence, crude humor, or sentimental mush... except of course the folks from Pixar. BOTTOM LINE: An amazing and unforgettable adventure for all ages.",pos,Positive,pos
"In the New Year's Eve, the tuberculous sister of the Salvation Army Edit (Astrid Holm) asks her mother and her colleague Maria (Lisa Lundholm) to call David Holm (Victor Sjöström) to visit her in her deathbed. Meanwhile, the alcoholic David is telling to two other drunkards in the cemetery the legend of the Phantom Coach and his coachman: in accordance with the legend, the last sinner to die in the turn of the New Year becomes the soul collector, gathering souls in his coach. When David denies to visit Edit, his friends have an argument with him, they fight and David dies. When the coachman arrives, he recognizes his friend Georges (Tore Svennberg), who died in the end of the last year. George revisits parts of David's obnoxious life and in flashbacks, he shows how mean and selfish David was. ""Körkarlen"" is an impressive and stylish silent movie, with magnificent special effects (for a 1921 movie). The characters are very well developed; however, the story is dated and there is a weird and unexplained situation, when Sister Edit tells that she loves David Holm. Why should a enlightened woman love such a despicable man that wasted his life corrupting other people? Despite being religiously dated in the present days, it gives a beautiful message of faith and redemption in the end. My vote is nine. Title (Brazil): ""A Carroça Fantasma"" (""The Phantom Coach"")",pos,Positive,pos
"First of all, those who are faint at heart should definitely avoid this film. Even those, like me, who are desensitized to most graphically violent and sexual acts in movies should beware. I'm not telling you to steer away from the film, but be aware that what you're about to see is some disturbing material. Definitely not a pleasing film to watch, but nothing is put on screen strictly for shock value. But I must admit, when I watched the film for a second time, I had to skip to the next chapter when the ""razor blade scene"" came up.  The main character is one of the most unsympathetic sympathetic characters I can think of, but we start to better realize the humanity of her character later in the film's second act. In one scene, she stuffs broken glass in one of her student's jacket pocket after being dissatisfied with her apparently unsatisfactory performance and getting nervous when in front of a live audience. The student goes into her pocket and cries out with pain as she stares at her blood stained hand. Next to the razor blade scene, that disturbed me most. The student's mother is not much more sympathetic than she. When she gets word that her daughter won't be able to play, she talks about it like she also got also her hand injured, being one of those spoiled mothers who tries to torture her daughter into becoming an overachiever.  Though the film intrigued me and caught my interest for the most part, I felt more needed to be explained about Isabelle Huppert's character. When a woman is fascinated by sadomasochistic porno movies and engaging in that behavior herself, you want to understand the root of the problem. The movie establishes that she wants desperately to be loved. Then why the hateful attitude towards everyone? Why does she receive sexual pleasure from pain?  The acting is terrific and I liked the glossy, stylized lighting. Altogether, it's not a film I'd recommend if you're in the mood to be entertained, but as I said it's very intriguing. And I'm sure if I watched it a few more times, I'd be able to spot certain subtleties that'll shed more light on aspects of the film I didn't realize initially.  My score: 7 (out of 10)",pos,Negative,neg
"Loosely based on novels by Earl Derr Biggers, 20th Century Fox's Charlie Chan series proved an audience favorite  but when Japan attacked Pearl Harbor the studio feared audiences would turn against its Asian hero. This was a miscalculation: actor Sidney Toler took the role to ""poverty row"" Monogram Studios, where he continued to portray the character in eleven more films made between 1944 and his death in 1947. 20th Century Fox had regarded the Chan films as inexpensive ""B"" movies, but even so the studio took considerable care with them: the plots were often silly, but the pace was sharp, the dialogue witty, and the casts (which featured the likes of Bela Lugosi and Ray Milland) always expert. The result was a kindly charm which has stood the test of time. Monogram was a different matter: Chan films were ""B"" movies plain and simple. Little care was taken with scripts or cast and resulting films were flat, mediocre at best, virtually unwatchable at worst. Thanks to an adequate cast and a few interesting plot devices, THE SHANGHAI COBRA is among the best of the Monogram made Chan films  but even so it barely manages to achieve a consistent mediocrity. In this particularly entry, Chan (Sidney Toler) is called upon to investigate a murderer who kills with what appears to be a cobra like bite; at the same time, he decides to make certain that a government supply of radium tucked away in a bank vault, of all places, remains secure. Do these two seemingly unrelated plot lines come together? Well... could be! Sidney Toler is always enjoyable as Chan, but most of his Monogram performances seemed ""phoned in""  and that is as true of COBRA as it is of any Monogram Chan film. As usual, the really enjoyable performer is Mantan Mooreland. Changing times have led us to look upon Moreland's brand of comedy as demeaning to African Americans, but he was an expert actor and comic, and taken within the context of what was possible for a black actor in the 1940s his work has tremendous charm and innocence. Fans of the 20th Century Fox series are likely to find Monogram's Chan a significant disappointment and newcomers who like the Monogram films will probably consider them third rate after encountering the Fox films. Like other Monogram Chan films, THE SHANGHAI COBRA is best left to determined collectors. Four stars, and that's being generous. GFT, Amazon Reviewer",neg,Negative,neg
"I grew up in the 90s; therefore, you must understand that i witnessed firsthand the premiers of the greatest DCOMs. I was there when Brink! appeared, Zenon, Halloweentown, Johnny Tsunami, etc, These movies constitute my childhood. When these movies came on, not only myself but whoever I was watching them with would stand completely in awe for 1h30, talk about it for the week to come and catch it again the next weekend. I don't think words could express the amount of excitement Zoog Disney brought.  Even when I watch them now, the dialog doesn't seem that bad (so effective in fact, that I actually remember parts of conversations literally word per word, from movies I saw over ten years ago). The characters are believable, funny, granted a little stereotypical but that's what makes Disney's charm...  I sat my little brother down in front of the Disney channel to try and convey and make him understand my feelings for DCOMs. Enter Stuck in the Suburbs... my brother looked at me slightly puzzled, asking me if I had always been gay. I feel more disappointed and betrayed now than, what could I compare this to?, when Han Solo found out Lando sold him out to Vader...  Half the movie, and I'm not exaggerating, is flashbacks. There is no talent in these young actors (some of which are older than I am) whatsoever. The plot is ridiculous; it feels like a bunch of old rotting corporate people over at Disney sat around a table and asked themselves ""How can we seem hip to these youngsters?"" OK, maybe all the DCOMs were like that, but they at least made a little effort to not let us realize they think we're complete idiots.  And apparently this type of movie works... Stuck in the Suburbs is rated almost as much as Zenon or Airborne. How is this possible? DCOMs got even cheesier and people prefer them now? (though apparently the lack of curse words is enough to give it 10 10 for some people) Christ, it's a completely different generation.",neg,Negative,neg
"The not the best movie in the world???? That was an understatement. I personally didn't like this movie at all. Not because of the story line, not because of the graphic violence, and the nudity. The nudity didn't really need to be in it, it did nothing for the story, except maybe the girls were going through a rough time, and being naked probably messed them up even more. But one of the things in the movie that I hated.. was that it was sooooo dark. You couldn't really make out what was going on. I think if it wasn't as dark, and you could see where they were, then it might not have been so bad. All you know that its a basement somewhere. You see no house, no road, the killer in it, all you could see was half his face for about 5 seconds. I wanna see some stuff in a movie. It gets boring after 20 mins of pretty much darkness and all you see occasionally is a flashlight or a wall. Then you will hear the girl sobbing. There was nothing that really stuck out to me that was good about the movie, maybe the suspense in the first 10 mins of the film... but not the suspense of how the movie is going to end, but the suspense of.. will I get to see anything in this movie but a few naked bodies and various flashing lights. But honestly people, this was a Saw meets Blair Witch Project wannabe. Both top notch movies, and both with the correct lighting to figure out what was going on. Forget this movie if you can see.. if your a blind person.. you might wanna rent it to hear the screams if your into that sort of thing. But then again if you are blind, your probably not reading this either.. so anyway... BAD MOVIE!!!!",neg,negative,neg
"I am not a Faulkner fan (which is considered sacrilegious, especially since I grew up near the author's hometown); however, I think this is an excellent movie. On par with the quality of the movie ""To Kill a Mocking Bird"". If you haven't seen it, buy it anyway. It's well worth having in your permanent collection. TCM recently played the movie as a part of the Race on Film series. I wish they'd play it more often. Very moving. On a side note, the folks from Oxford, Mississippi, will also enjoy seeing the footage of the town square as it was back in the 1940's. The Courthouse, City Hall, etc.: They're all on screen. I never knew the movie was filmed there until I noticed the familiarity of the buildings. When I saw the arch in the front of City Hall, I began to get suspicious. Look closely at the pennants on Chick's wall: You'll see two for Ole Miss !",pos,positive,pos
"Wow, this movie is amazing. It is such an excellent film. Has some sick scenes (not nearly as sick as Terror Firmer or Citizen Toxie) some nudity, and this was the penis monster's debut on film! This has set the scene for many of Troma's movies, this is a very Tromatic film. It mixes comedy, romance, and my favorite, HORROR GORE! Not that much gore in this flick, but enough to satisfy. This is the best adaption of Shakespeare's Romeo And Juliet. Much better than any other version. THey make it so entertaining, and fun to watch. And we have Debbie Rochon...hehe...I like her. :) All I have to say is this is a great film, very funny, and Lemmy is a good host for it. The acting is good, and Kaufman directs stylishly as always. Must see for all TROMA FANS!",pos,positive,pos
"All right, there's no way to sugarcoat this. The plot was ridiculous, the premise was ridiculous, the acting was unconscionable, the effects were laughable and all of the outdoor scenes appear to have been filmed in New York's Central Park. That having been said, there was something about this movie that I couldn't walk away from. Maybe it was the atmosphere, or maybe it was the evil super vixen or the amazon wenches. Anyway I'm not one to sit on the margins and criticise without pointing out a few redeeming qualities, so here they are. A violent off shoot of the women's lib movement is portrayed in a wilderness setting (central park, of course), and all of the masochistic young men out there will be very impressed. Furthermore, some of the scenes in which certain characters lose consciousness are amusingly dramatic (you'll note that I write dramatic, rather than convincing). All I can say is that some people like B movies and I'm one of them. If you're one of them too, then give it a go. Cheers, Mr Kincaid. This is one for the ages.",neg,Positive,pos
"PRICE OF HONOR aka PRICE OF POWER is an ambitious Western melodrama, light on the action, which seeks to tell an Old West version of the JFK assassination. In 1881, the president travels to Dallas and is shot from a window while parading thru town in his carriage. Corrupt officials have carried out the murder and have a humble slave take the rap. Our hero, the earnest but bland Giuliano Gemma, aims to unravel the conspiracy. An engaging story, audacious for its subject matter, but entertaining despite the paucity of shoot em up action. The film is a 7 out of 10, despite the poor presentation of the DVD, which is overly dark with poor sound. Look for a good copy.",pos,positive,pos
"Oh yes, I admit I have made myself guilty of the crime of seeing this piece of trash. I can't say I was forced by aliens who pointed a gun at my head, tied me to a chair and made it impossible for me to close my eyes and then turned this awful excuse for a movie on. No I did it with free will. I deliberately tortured myself. Let's go through the fact here folks.   The acting is an insult to humanity.   The plot (if it exists) is ridiculous.   The character development is horrendous   The characters that appear in the movie are so clichéd you would  recognize them in your average comic book.   The editing is sloppy and unimaginative.   The camera work is low key.   The dialogue is simply the worst in cinematic history.   The directing: well let's say, I bet it wasn't Hitchcock. Then to add to these facts, there was absolutely no talent involved wath so ever. The director must be smoking crack now to forgive himself for inflicting this poison to the world.  Bottom line: Passport to Paris is one of the worst movies ever made. PERMANENT!",neg,Negative,neg
"No,no,no. That is my advice to you if you are wanting to see this film. Anthony Perkins is the one and ONLY Norman Bates,as is Janet Leigh in her role as Marion Crane. This just seems like a colorized version of Psycho,with a few mildly different touches thrown in for a more modern appeal. Vaughn is dull as ill Norman,and Viggo Mortenson's Sam Loomis seems too much the cowboy compared to the original. Please folks,do yourself some justice. Don't bother with this. One can only wonder what Mr. Alfred Hitchcock and Mr. Anthony Perkins would be thinking right now.......  * out of ****",neg,Negative,neg
"Take an utterly stupid story. Couple it with unprofessional performances, 2 bit graphics, add ultra lame comedy bits, and you get this film. I thought the original was bad, but at least that story was simple and straightforward, though idiotic. May nobody produce another in this series.",neg,Negative,neg
"This show is great for many reasons..The father and mother can communicate with their kids this day in age. Its so great to see a real family instead of some stuffy overacting family. I watched this one time and became hooked.It so great to see a black family on TV worth watching. This show left too soon but on its way out it dealt with pregnancy, sexy, drugs, bad dates,death etc .The best thing about the show was that it dealt with it in a real humorous sort of way. Great show for the family ..I cant tell you how many times I have sat up watched this show late at night sometimes and laughed my head off. Great pg 13 rated show.I loved everybit of this show.",pos,positive,pos
"After having seen this show a few times; I am thoroughly offended as a female that there are so many stupid, women out there that fall for this bullshit. Im a little more mature than some of the ""players"" in this show, but am still appalled that the whole dating game has been boiled down to a gameshow: where goofy dudes can score points on their lame ass attempts to pick up chicks. If young guys are watching this and using it as a learning manual: Don't!!!. Save yourself the effort and hire a prostitute if all you are after is a piece of ass. Maybe there are girls out there with the same mind set;but some how I don't think so.",neg,Negative,neg
I saw FAREWELL TO HARRY at the Plaza Theatre while in New York city and was quite taken. The performance of William Hall Jr. is tremendous. This is a movie for the classic movie goer. Garrett Bennett's direction reminds me of early Barry Levinson and Robert Redford's work. The movie seems to transcend the typical independent film. It has a soul and a visual power that is quite unique. I saw this with a small audience (400) who were captivated from the moment of the first credit to the last and although I wasn't out and out crying (like the lady next to me) I do have to admit I had a little watering in the eyes... ,pos,positive,pos
"This movie was sooooooo good! It was hilarious! There are so many jokes that you can just watch the movie over and over and not get tired of it. John Turturro and Tim Blake Nelson were awesome as Pete Hogwallop and Delmar! I love those guys! I love the adventures they went on, too. I definitely recommend this movie. Also, the music in this movie is terrific! I love singing along with all of the songs!",pos,positive,pos
Saw the move while in Paris in May 2006 ... I was debating between that and mission impossible...I am very glad I choose OSS 117 not only because it was funny but might as well watch a FRench movie while in France. I had a great time... would recommend it. It is important to have some understanding the French society of Today to really enjoy the humor of this movie ... cannot wait for the DVD to come out... I don't know how some of the 'jeu De mots' 'puns' would be translated in English I 'll certainly buy it when it is out! P.S. I saw on 'BRice de Nice' which is a movie starring Dujardin that all kids were talking about in France. this movie is a comedy but sillier than one can imagine...in comparing both movies I have to say that Dujardin did a good job in OSS 117.,pos,Positive,pos
"...when this movie was on. What a bore. An attempt at humor, but really not pulling it off too well. Some good ideas were cast, and the actors makeup and wardrobe were OK. I expected a lot more, unfortunately I couldn't sit through any more of it, I switched off halfway through the video, and ejected the tape, went to the rental store to get my money back...",neg,negative,neg
"The Great Dictator is a beyond excellent film. Charlie Chaplin succeeds in being both extremely funny and witty and yet at the same time provides a strong statement in his satire against fascism. The anti Nazi speech by Chaplin at the end, with its values, is one of filmdom's great moments. Throughout this movie, I sensed there was some higher form of intelligence, beyond genuinely intelligent filmmaking, at work.",pos,positive,pos
"I didn't see this movie when it originally came out, but there has been a couple songs sharing the title and the term still gets used from time to time and I figured there must be something to the flick, so I dug it up and gave a view. Now I would like the approximate hour and forty five minutes of my life back(it seemed much longer). There was nothing particularly bad about the movie, the acting was good, no large plot holes, of course there wasn't much plot to have holes in. There just wasn't a lot to the movie. There was some chemistry between the two but nothing compelling about their relationship; Nothing interesting about their story. Near the end when he attempts to chase down the train to catch his fleeing romance, neither my wife nor I wanted him to catch her. Honestly we figured they were better off with out each other and if they did get back together we really didn't care. So what's that say about this love story when even a 25 year old sappy romantic like my wife had no emotional investment in the relationship. I should have left this one in the ""missed"" category. Logan Lamech www.eloquentbooks.com LingeringPoets.html",neg,Negative,neg
"as i said in the other comment this is one of the best teen movies of all time,and one of my personal favorites. to me this movie is the second best teen movie of all time. second only to the breakfast club. the last american virgin is also maybe the most honest teen movie of all time. it's underrated,and pretty much an unknown movie to a lot of people. it comes on TBS maybe once a year,but sometimes longer. the first half of this movie is a sex comedy with a few honest scenes. then the second half is pure honest,and most of the time serious. with only a few comic scenes. in my opinion this is the best soundtrack of all time. i've never heard this many great songs in one movie before. there are 4 love songs in this movie that i think are some of the best love songs in history. the movie is about a pizza boy named gary who is a virgin. hes in high school who has a couple of best friends. his two friends are sex sarved teens. the first half of the movie is pretty much sexual misadventures. that are very funny. gary is major in love with the new girl in school. he later finds out that his best friend is going out with her. he also cheats on the side. you can feel the love gary has for this girl very much. you can feel it even more in the second half. gary's friend turns out to be a creep. but his other friend is pretty cool. the movie shows how mean people can be. you can relate to a lot of this movie. the plot sounds like your typcial teen sex comedy. but it's so much more than that. it's a very honest movie. it's also very 80ish which i love. if you love the 80's or grew up in the 80's,rent this movie. but there may be some people that don't like the 80's,but still may like this movie. i first saw this movie back in 1987 i think. it's very entertaining,and very funny. it combines very touching moments with very funny moments. it's an underrated gem! i have the movie. i love it! i give the last american virgin ***1 2 out of ****",pos,positive,pos
"I caught this movie on local t.v. at about 4:30 a.m. I didn't have expectations for it but after the opening credits I knew I was into something good. There are situations that are left for your interpretation to ""find out"" what really happened so your attention is a key factor. The whole psychological thriller situation deals a lot with character development and the way things are executed by the main character. Your sub conscience also plays an important part because through a series of events and dialogs you will be able to make a correct interpretation and generate an opinion. The technical aspects are very good. Really good in fact. Kelly Overtone is extremely sexy and she's candy for the eye although she's most of the time in her white clothes. The fear factor is almost inexistent but there's plenty of mystery and tension to dig from. I would recommend it for those who enjoy supernatural and psychological thrillers.",pos,positive,pos
"This is quite possibly one of the worst movies ever made. Everything about it  acting, directing, script, cinematography  is dreadful. The alien (a human in sparkly suit) claims to be from a nearby universe; one assumes the scriptwriter meant ""galaxy"" but didn't bother to get a dictionary to check his terms. A better title for the film would be ""It Came From the Planet of Plot Contrivances."" The plot is excessively silly and nearly nonexistent. The humans are all given magical MacGuffins that conform to a tortuous series of unlikely restrictions just to move the bare plot. Any thought to the passage of time is ignored. Now it's a couple days after meeting the alien, then BAM! all of a sudden there's only a couple hours left until zero hour. Do yourself a favor and miss this movie. You will make yourself stupider for having watched it. The ending is particularly silly, and should have been accompanied by someone going ""Ta Da!!!!"" as the scriptwriter just pulls something random out of his butt. I think the real alien plot is that this movie sucks so bad you'll get cancer watching it. If you can watch the last 10 minutes without crapping yourself (""enemies of freedom""  honestly) laughing, you're retarded.",neg,negative,neg
"Clearly, Andreas Bethmann would like to wear Jess Franco's crown whilst coveting (at least cinematically) the old workhorse's wife, Lina Romay. Romay plays a corrupt, salacious, masturbating prison warden in this modern, ambitious W.I.P. film. With some exceptions, many of Franco's films are ineptly produced and directed in a slipshod, hurried manner. Shots don't always cut together and the sound mixes can be horrific. While watching ""Angel of Death 2"" (aka ""Prison Island Massacre"") I asked myself if Bethmann is deliberately trying to replicate Franco's patent shoddiness, or is he just naturally shoddy like his mentor? Is this movie deliberately bad, which would be self defeating, or is it simply bad by neglect? After a hitchhiker is forced to give a gunpoint blowjob, her rapist fills her mouth, then fills her vagina with some drugs. Minutes later, she is hauled into a clifftop prison for reasons not explained and subjected to the leers and rough handling of staff and other inmates. As this is a WIP film, there are lesbian scenes galore and plenty of violent behavior. The gore is bloody and sadistic, too, with delights such as teeth pulling and scalping (courtesy of Olaf Ittenbach). The acting is pretty awful and the fight scenes are lame, but there is a love of sleaze in every frame and an understanding of what trash fans enjoy. Unfortunately, the flat script makes for a flat movie. So, despite numerous atrocities, hardcore sex, and a guest appearance from Jess Franco, the experience is an empty one. But isn't that what most Jess Franco movies are?",neg,negative,neg
"This movie brought together some of the old Spinal crew for another mockumentary film, this time revolving around the world of the Dog Show, how their owners prepare and train for the show before moving on to the show itself. We meet several teams as they hope to win the top prize  The Fleck's, Cookie who seems to have slept with every man ever, and Gerry who tries to cope with his wife's old escapades and the fact that he literally has two left feet. Harlan, whose dog talks to him, and enjoys ventriloquism. The Swan's who have taken far too much coffee and scream at each other. Donalan and Vanderhoof the gay couple, and Cabot and Cummings who have won the last two years. Fred Willard commentates on the show, and is very funny as always. Funny scenes include the 'Look at me!' scene, and any with Levy. Unfortunately some of the best scenes were deleted or filmed later  Willard interviewing Leslie Cabot, and the alternative epilogue with Gerry is one of the funniest things i have ever seen. If these had been included, i would give the film an extra mark. But... 7 out of 10",pos,positive,pos
"The Emperor and the Assassin (w English Subtitles) at 161 minutes is long, but the time is packed with a story that barely fits into it. Golden hued palace scenes and dusty yellow panoramas of Chinese landscapes background a true story of China's unifying King, circa 300 BCE. An intricate plot with a myriad twists and turns is played out with excellent portrayals by the cast. King Qin's simple wish for a unified Empire for his common people is fulfilled, but not without treachery, plots and counter plots and oh yes, bodies. Lots of bodies. This epic story of China's beginnings is a great way for Westerners to glimpse little known Asian history. Emperor Qin's legacies include the thousands of life size terra cotta figures which are still being excavated today. As an historical person, this film makes it clear that Emperor Qin should be regarded along with George Washington, Napoleon Bonaparte, Alexander the Great, Genghis Khan and Julius Caesar, to name a few of the world's greatest conquerors statesmen. I highly recommend seeing The Emperor and the Assassin, especially on the big screen.",pos,positive,pos
"You can't take this movie seriously.....the plot is predictable and trite, the acting often over the top, the dialog laughable; but it all adds up to great fun! Three ""career girls"" in the late 1950's find their way to the BIG city and all the evils and temptations their mothers probably warned them about: married men, alcohol, premarital sex, abortion, etc. Then there's Amanda Farrell (Joan Crawford) who did succeed professionally, but whose personal life has been sacrificed for an office with her name on the door. This movie may have been believable 50 years ago, but now it's just great campy fun! Rent buy it and enjoy.",pos,positive,pos
"please why not put this fantastic film on DVD,i have been searching just like the previous writer for years, whats the hold up, or show it on TV. its so underestimated its one of the most romantic and beautifully written books i have ever read, and believe i have read some.I seem to think it was read on radio 4, but i can't find that either. Why not try and remake it even, i promise it will be top earner, people love those sorts of stories, So please either release it and take us out of our misery or remake it,although i doubt if it could be improved upon. Has any one read gone to earth by the same author or seen the film with Jennifer Jones, this is superb, but not to the same extent may be.",pos,Positive,pos
"In one of the many Bugs Bunny Daffy Duck cartoons, Elmer Fudd is out hunting, and Daffy tries to get him to shoot Bugs. Needless to say, Bugs has his own agenda. Moreover, ""Rabbit Seasoning"" makes interesting use of word order and pronouns (warning: it just might hilariously and royally mess up your speech). I think that probably my favorite aspect of this cartoon is the costumes worn by Bugs and Daffy. One of them seems like it would have been risqué for 1952 (especially in a cartoon), but they pull it off perfectly, as they always did. All in all, this just goes to show what geniuses the people behind these cartoons were.",pos,Positive,pos
"This is the single greatest movie I have ever seen. Davey Mr. Slaussen is simultaneously: 1) Tortured about his talents (e.g., ""I can control it; I can! I shouldn't have to hiiiide it! It feeeeeeeeeels good!""); 2) Desperate to make friends, e.g., ""How's the soup? ""The soup is very good."" ""Would you like some crackers with your soup?"" ""I'd like some more crackers, please."" ""How's that?"" ""Yes, the soup is very good."" 3) Proud of his accomplishments (e.g. ""Pretty neat trick, huh?"") 4) A ladies man (e.g., ""You're so pretty. Why don't you like me?""); and 5) Sometimes, very, very angry (e.g., ""You can't get away!"") Connors should have received an academy award for best actor for this movie. I mean, who was possibly better?! Tanya Roberts rocketed to the stratosphere following her performance in TT. It's a wonder not all of the stars of this masterpiece did not go on to have brilliant careers. I highly, highly recommend this film! It's available on amazon.com. Everyone should own it. Make a night of it and have a bowl of soup while you watch.",pos,Positive,pos
"I love it! I love Pauly Shore. It seems some people don't agree. It's humor, and he's not like everyone else. The movie is great. I love the story line and most of the people in the movie. It's funny from the first time she meets him at school. I like the fact that she chooses him over the guy back home. I like that Tiffani Theissan isn't a bad girl in the end. All the secrets are let out. Only the people you want to see are left in the end. (except for those of you who don't like Pauly Shore.) Even if you don't like him, there are funny parts, and her family tortures him through most of the movie. She's country girl gone wild and needs to be heard. She finally makes it. It's got just the right amount of love and romance. I give it an 8 out of 10.",pos,Positive,pos
Nicolas Cage and Deborah Foreman provide stunning performances in this 80's tour de force! A great 80's movie akin to Fast Times at Ridgemont High! I highly recommend this movie to any child of the 80's who hasn't seen it. It's a cult classic.,pos,positive,pos
"This was on Showtime the other night, and I figured it was going to be another made for video crap fest, like ""Earth vs. the Spider"" or any of those other HBO horror shorts. Instead, I found a comedy gore classic. It was legitimately funny, and surprisingly, the acting was quite good. Even my wife, an overall horror hater, agreed and was laughing at parts. In addition, the FX were high quality. Overall, the film felt like a parody of Joy Ride Jeepers Creepers, and the 2 main characters reminded me of the pair from Shaun of the Dead. Definitely worth watching, but don't take it seriously. The End.",pos,positive,pos
"Night of the Demons is a great movie and an excellent example of how good low budget can be. Sure, much of it is fairly predictable, but somehow it's still much more enjoyable than the crap we see these days being passed off as ""Horror"". I give the gore a solid 9, and the Demons' one liners are actually funny. I'm still creeped out by ""Stop looking at me!"" The soundtrack is well done, I was surprised to hear ""Stigmata Martyr"" from Bauhaus! There is also some very nice T&A on display, as well as some hella good make up effects. The second film in the series is pretty good too, but avoid the inferior third one. Night of the Demons may be dated, dark, and low rent, but it still has a lot of potential. It's definitely worth a rental at least. Give it a chance tonight, just stay away from any old makeup! (you'll understand when you see it!)",pos,Positive,pos
