text,true,response,pred
"Simply an amazing bittersweet movie that portrays a side of life often skipped over in feel good movies. I saw this as a child and came back to it very recently and fell in love again. As a child it sparked my interest purely for the building of a plane, as an adult it captured me in the dark world and a young mans escape from that world.  The portrayal of the King was great, the camera style chosen with low shots and shots focusing on actions and hand movements was I thought well done, I personally can not recall anything quite done in that style and adds to the character and portrays him as a force almost not human (which may not be far from reality) it makes for interesting developments  Worth a watch any day",pos,positive,pos
"OK, a film about a film that takes a crack at Video movie making could be entertaining. Could be, should be, funny, edgy, even controversial, or at least interesting, and yet... This film is the bizzaro negative version of that. Hamlin was entertaining as a 'B' Film producer. Shatner played crazy yet likable, and had all the best lines. The rest of the characters were boring, predictable, boring, underdeveloped, boring and boring. The production value was lame. You'll actually see the boom come down in one scene. The sound was awful in some of the scenes. Hey I'm a big fan of Shatner's and of Hamlin now, but their talents are wasted here. At least the story had a clichéd ending.",neg,negative,neg
"The monster will look very familiar to you. So will the rest of the film, if you've seen a half dozen of these teenagers trapped in the woods movies. Okay, so they're not teenagers, this time, but they may as well be. Three couples decide it might be a good idea to check out a nearly abandoned ghost town, in hopes of finding the gold that people were killed over a scant century and a half before. You'd think that with a title like ""Miner's Massacre"" some interesting things might happen. They don't. In fact, only about 1 10 of the film actually takes place in the mine. I had envisioned teams of terrified miners scampering for their lives in the cavernous confines of their workplace, praying that Black Lung Disease would get them before The Grim Reaper exacted his grisly revenge, but instead I got terrestrial twenty somethings fornicating  and, in one case, defecating  in the woods, a gang of morons with a collective I.Q. that would have difficulty pulling a plastic ring out of a box of Cracker Jacks, much less a buried treasure from an abandoned mine. No suspense, no scares, and plenty of embarrassing performances give this turkey a 3 for nudity.",neg,negative,neg
"This show was crap when it first came on. The first actress that played the daughter didn't fit the role, the writing was hit or miss, and Damon Wayans CLEARLY wasn't comfortable doing such a cornball family friendly show. The chemistry between himself and Tisha Cambell (they're long time friends, as are all of the Wayans clan with Tisha's husband and Will Smith and Jada Pinkett) DID work so they retooled the show. Once it returned, they recast the daughter, made the son much dumber (a la Eric from ""Boy Meets World"")and made the youngest daughter into a genius...(later they gave her a little genius boyfriend to do comedic guest appearances). The show, while if often rollercoasters from over the top buffoonery to being corny walks the line enough to keep it as a show that you can see Damon Wayans be comfortable in his own skin on the set (especially since the main writers, directors and consultants were ALL members of the Wayans family) AND in his character. Once everyone had been on the show for a while, they worked to everyone in the casts strengths and were able to make a consistently funny show on the air. However, there is TOO MUCH buffoonery, too many over the top antics, and oftentimes too much chaos happening in the life of the Kyle family. They made Junior TOO STUPID, they also made the eldest daughter an attractive, clumsy idiot from time to time and the youngest daughter wasn't even spared by the writers. I feel they jumped the shark and signed the shows death warrant when Junior got his girlfriend pregnant, she moved in and he married her and her parents were introduced (Junior's wife's father's character makes me WINCE just thinking about him). The show remained funny...but it was a UPN show on ABC if that makes any sense to the reader. The reruns are funny enough, but I'm relieved it's over...there was nowhere left to go with it. When it's bad it's REALLY BAD. It tends to be cornball at times but at least he was a black man who had a sitcom make it to syndication on a major network..Who can say that for themselves now? (Given the CW merger and the ""brownout"" on TV networks lately, that is). One.",pos,negative,neg
"Kazuo Komizu strikes again with ""Entrails of a Beautiful Woman"", the sequel to ""Entrails of a Virgin"". This time around the story is based around a psychologist (Megumi Ozawa) who decides to take on the Yakuza to avenge the suicide of a doped up and raped patient that winds up on her doorstep one day. When she gets over her head and the Yakuza capture her, she learns their insidious plat of doping up girls and selling them into slavery. It apparently ends badly when she overdoses from the cocaine. But she soon melds with another body to be disposed of to becomedum, dum, dum  ""Super Slime Hermaphrodite Zord""! This he, she = it makes mince meat out of the yakuza and saves the daynot really. Well it is better than ""Entrails of a Virgin"", but not by much. Most of the film (a whopping 67 minutes) consists of rape and sex with fogging and the usual ho hum stuff. Almost towards the end we finally get our gore groove on with a few cool sequence (like an Alien inspired penis monster through the stomach scene and a gooey asphyxiation) but it still suffers from a hyper low budget feel that makes it fun but can't elevate it from z grade soft horror core fare.",pos,Negative,neg
"In my opinion, National Velvet is one of the top family classic's of all time. It features Mickey Rooney as (Mi Taylor) and Elizabeth Taylor as (Velvet Brown). Velvet wins a race horse, named (Pie) in a raffle. She falls in love with it right away. With the help of Mi, an ex jockey, they train it to race in the Grand National's. After the jockey who was scheduled to race Pie backs out at the last moment, Mi convinces Velvet to take his place. This was a well put together motion picture. Fine storyline and top notch acting. The inner play between Elizabeth and Mickey was magical. This is a wonderful family picture expertly Directed by Clarence Brown. The photography is stunning. This is a movie you will enjoy for years to come. This picture is what made Elizabeth Taylor a household name. Both Mickey and Elizabeth remained close after the film. They still send post cards to each other after all these many years.  One side note. Elizabeth loved the horse ""Pie"" so much that the studio gave it to her.",pos,positive,pos
"Christian Duguay directed this tidy little espionage thriller early in his career. It plays on TV pretty regularly, albeit with some terrific scenes of violence and sex unfortunately trimmed. I finally got around to seeing the theatrical version on a $3 tape from the local video store. Naval officer Aidan Quinn is recruited to impersonate the notorious Carlos the Jackal, and gets a little too caught up in the role. Donald Sutherland Ben Kingsley play Quinn's superiors, with Sutherland a true zealot and Kingsley as the more level headed one. The first half of this fun flick shows Quinn being trained and indoctrinated. The second half has him out in the field, making love to the Jackal's woman and shooting it out with sundry enemies. The idea is to make the Jackal look like a turncoat to the Russians, and let them take care of the world's most notorious assassin. Things don't exactly play out as planned. At times, I almost expected the cast to break out laughing at some of the corny dialogue, but they all play it very straight. In the end, this is one terrific little thriller that deserves your attention. The Jackal's former mistress teaching the highly proper and very married Quinn to rough her up, lick blood from her face, and then go down on her, alone is worth the price of admission.",pos,Positive,pos
"Some slack might be cut this movie due to the fact that it was made in 1979. That much said, it really is pretty dire. Never mind the laughable back projection or the awful, awful camera tracking of supposed ""in flight"" objects, it's the stunts that the Concorde pulls off that will have you blinking in disbelief at the absurdity. Barrel rolls, loop the loops and violent ""evasive"" maneuvers left me wondering why the Air Forces of the world didn't just fly Concordes as their main fighters. So, here are the important lessons I learned from this celluloid cheese fest:  1. The Concorde is at least as agile as a Phantom 4 jet fighter. 2. You can fire a flare gun at Mach 2 simply by opening the cockpit window and sticking your arm out. 3. If the flare gun fails to discharge, do not drop it, as it may then go off. 4. The Concorde can dodge up to two Sidewinder missiles fired at it at once. 5. A flare will distract a heat seeking missile every time. 6. Switching off your jet engines is a sure fire way of throwing heat seeking missiles off track if 5 (above) fails. 7. When performing a crash landing in the Concorde, it is apparently impossible to jettison your fuel beforehand. 8. Concorde pilots are all combat trained veterans. As you might imagine, this film is not very realistic. The effects are primitive by today's standards and that, coupled with the nonsense acrobatics the Concorde performs, makes this a movie deserving of little but scorn. Not recommended. Not recommended at all!",neg,negative,neg
"""Prime Suspect 4"" continues the exploits of the inscrutable and dogged seeker of truth and justice, Detective Superintendent Jane Tennison; the first of three miniseries (PS4, PS5, & PS6) with the notable absence of founding writer Lynda La Plante from the credits. Imbued with the same gritty reality of the first three series, the second three series pit Tennison against the forces of evil while coping with middle age, loneliness, indiscretions, a host of personal and professional problems, and resolutions which are sometimes less than ideal. PS4 conjures two stories while PS5 & PS6 are single episodes each which find Tennison seeking justice on behalf of the brutally wronged while waging war against institutions which are willing to sacrifice the interests of her victims for those of a greater good. In other words, to prevail, Tennison must overcome both evil and good forces, something which makes the always gray scenarios of the PS series yet grayer and the Tennison wars as much a matter of principle as of finding murderers. Very good stuff which only gets better from series to series. (B+)",pos,positive,pos
"Well, I have to agree with the critics on this one, who all said ""leave it alone."" Why they had to make this re make of the 1960 ""Psycho,"" I don't know. My guess is they wanted to reach a new audience and thought color and modern day actors were the answer, since those were the main changes. The dialog was the same and the story the same. On one hand, I applaud them for not making this over with a lot of profanity and nudity and making it a sleazy film. Yet, if they were going to keep everything the same, why bother when you weren't going to improve on Tony Perkins, Janet Leigh and the original cast? Did they honestly think Vince Vaughn was going to be as good or better than Perkins? Are you kidding? Ann Heche, with her short mannish haircut, is going to be better than Leigh? I don't think so! Yes, the colors were pretty in here but it's the black and white photography that helped make the 1960 version so creepy to begin with. It's perfect for the story, not a bunch of greens and pinks! Once again, I guess the filmmakers were banking on an audience that never saw the original. This was just a stupid project that never should have gotten off the ground.",neg,negative,neg
"This movie's only redeeming factor was the fact that it was on TV for free, and that it probably helped the Romanian economy. Other than that, Hallmark needs to re evaluate this division of their empire, and maybe keep their movies more oriented towards bizarre love affairs between cancer stricken hemophiliacs in Mississippi. To go into details about how mindless this movie is would give credit to it for being memorable. It wasn't. I remember the act of watching it, there being vampires (some of them teenage) and some very bad dubbing. Whoever worked on the dubbing track of this movie needs to be relocated to another sector of society...maybe food service, to the deaf. If you have the opportunity, watch this movie, just because it makes so many other really bad movies seem Oscar worthy in retrospect. Then again, if you actually ended up at this movie's profile, I imagine that it may be too late...",neg,negative,neg
Anyone who gives this movie less than 8 needs to step outside & puff a couple. Great story. Reality is for people who can't handle drugs.,pos,positive,pos
"Well how can I categorise Farscape without resorting to gushing superlatives? Ok, here goes! The scripts are fantastic, with each episode offering so much entertainment, drama, humour and sheer watchability. The casting is perfect especially that of Zhaan (the blue lady) played by Virginia Hey, each character has a depth that just isn't there on the Star Trek series. I think having an Australian spin on the show makes this for me, Australia has been knocking out quality films for years and Farscape is no exception. I have only seen the first four episodes in UK order and they have a quality that makes each 45 minute show (in the UK) stand out more like a film than a weekly TV series. The episode that really does it for me is 'I, ET' which turns the alien concept around where Moya (a living ship, even the spacecraft has a great character) is forced to land on a planet that has yet to make 'First contact' and is surprisingly earth like and Crichton meets a radio telescope operator and *he* is the 'little green man' to them. Gripping stuff. In short the effects are great, the scripts are top quality and the main characters (not one of them really given any more importance than any other) are interesting, not always 'good' and well just excellent. Roll on the second season!",pos,positive,pos
"Whoever saddled this piece of drek with a title like Riddle deserves some kind of Award; there are dozens of riddles here like who conceived such a dire project, who funded it, who cast it, who persuaded Vanessa Redgrave to share even ONE scene with Vinnie Jones and so on. The most sane voice connected to the whole schmeer belongs to the person who decided   very, very wisely   that this was unreleasable and not even good enough to go straight to video DVD which throws up yet one more riddle, why   if we rule out serious payola   did the Mail On Sunday get involved and deign to give it away. This has Golden Turkey written all over it and smacks of being shot in two days in somebody's garage and cobbled on to some library footage of London except somehow you KNOW that someone actually DID shoot this on location when it would have been kinder to shoot him herself. Vinnie Jones and Julie Cox are not even cardboard cutouts more like tissue paper and I swear Pete Doherty and Kate Moss couldn't have done worse whilst Derek Jacobi is a grotesque joke and the plot moves with the speed of the Irish team sliding UP the Cresta Run. Apart from that ...",neg,negative,neg
"Uzumaki, is a visually stunning Film, and I don't think anyone is going to be able to argue that. But, unfortunately, the story somewhat falls flat. The film nevertheless is very entertaining. It uses it's wild style to tell a somewhat non existant story. The film almost works, just based on it's characters and style, but In my opinion, leaves something to be desired.",pos,Positive,pos
This is sweet. The actress who played the nurse with the gonzongas is the same actress who plays Elvira mistress of the dark. Another little tidbit is the actress who played the nurse who would give her wedding ring was the landlord lady of Roy Munsin in King Pin. This is most glorious story ever to be told. It should sell more copies than the bible. My parents played a part in suggesting the release of this movie to a local movie theater. The movie ran for a week and we were one of 4 families to see it. The lady who gave the go ahead (friend of the family) was let go by the theater. I was 3 years old. I have burned through 4 copies on VHS and finally had it converted to DVD. It's beautiful.,pos,positive,pos
"Along with In the Army!, this ranks as one of Pauly Shore's best movies, if there is such a thing. While the whole West Coast meets  Midwest culture clash isn't anything new, this film proves to make the story a little more entertaining with the wild and unpredictable antics of a then fresh Shore. While the change in values probably would have gone in the other direction, the whole concept was rather entertaining. Not only was Shore's interaction with the family hilarious, it also had Carla Gugino and Tiffani  Amber Theissen (she'll always have the Amber in my book) in two ravishing and early roles. One of those films I have no problem watching when it is on TV.",pos,Positive,pos
"This is a quirky heist caper film, one that seems predictable at first then keeps surprising until the last scene. The protagonist is a grifter who goes to work in a little carnival, where he's paid to kill the manager's belly dancer wife Divana then ends up falling for her himself. She's alluring, tricky and deadly and she keeps disappearing and popping up again like some sort of magician's trick. The film's other props include her duplicitous husband employer (played by the talented Armand Assante), some nasty Dominican mobsters and most important to the plot, a suitcase full of money. Just like the old ""shell game,"" the one where you have to guess which one the pea's under, you'll be guessing who's got the money, and like the victims of the hucksters who run such games, you'll probably guess wrong. Dagma Dominczyk, as lovely Divana, is a talented performer and an eyeful, whether she's dancing with the huge snake around her shoulders or working her grift on all the unfortunate men in her orbit. Norman Reedus is fine as the young con who is flummoxed by the elusive beauty he was paid to kill. Don't count him out, however, for he turns out to be smarter than anyone gave him credit for. This oddball film is worth a look.",pos,Positive,pos
"I don't understand all these bad reviews. I believe this movie was one of the best in the Puppet Master series. Being made on a low budget, one can comprehend why the special effects and acting were not spectacular, but they were not completely horrible. Greg Sestero brought a lot of charisma to the role of Andre Toulon. He has a lot of potential, and I hope to see more of him soon. And though the cinematography was not excellent, and there was minimal violence and gore, this film was a lot of fun. I am a big Puppet Master fan and have grown to expect blood and gore from the films of this series, but I can say that I was never bored through the entire course of watching Retro Puppet Master. So, if you ever get an opportunity to see this movie, don't automatically regard it as unworthy of your time. Give it a chance. You might like it.",pos,Positive,pos
"When I read the synopsis for ""Messiah"" in the television guide, I was not prepared for what was in store. The story follows DCI Metcalfe trying to solve a case of grisly murders being taken out across London. He soon realises a pattern, there is a serial killer on the loose, killing people with similar names and jobs to those of the 12 Apostles and their killings are identical to their matching Apostle. The two part series kept me right on the edge of my seat, with Metcalfe closely pursuing the killer, but always missing him within a couple of seconds and discovering the gruesome mess he has left behind of his ill fated victim. ""Messiah"" is sure to cause a great deal of controversy, but nonetheless it is the greatest piece of drama the BBC has shown in a long time.",pos,Positive,pos
"Upon completing this infernal piece of trash, a friend and I swore a solemn vow never to again speak of how we had just trashed away the last 90 minutes of our lives. This film is completely pointless, a two dimensional hero and heroin who we can't give a hoot whether or not they survive and some of the lamest villains to ever darken the screen of horror (or any other) genre. To further prove just how absolutely pointless this film was, I would have liked to add a plot synopsis, but I can't write fiction. All and all, the only reason I can think of that anyone would ever want to view this film is if they had just murdered their entire community and is looking for some self afflicted punishment that will haunt you for all following years to come!",neg,negative,neg
"this movie is the worst EVER!!! sorry but this was a total waste of good hours. quasi psychology and b actors makes a baaaad horror movie. you can say that if you are into bad movies you will adore this one. and the ""hot chick"" wasn't all that hot. there is absolutely no climax to the movie, and the worst part is the ending song. some homemade thing with these words ""its in awful condition the world is a mess. when heads fall of bodies and girls wont stay dressed. the cops they are clueless, eating donuts in their car. newspaperflash next morning: headless body,topless bar."" Jesus! sorry guys, but milks gone bad with this one.",neg,negative,neg
"I wanted to watch this, to get a inside look at the show. It told the story more of Robin Williams, then Mork & Mindy. Still, thought it was great. We got to see, Robin always being 'on', no matter what. The performance of Diamontopolous was awesome. The introductions of the main players, seem so real to me. Roebuck as Garry Marshall was wonderful. He was so charming in this, which helped me get through all the Williams energy. The little behind the scenes pieces of his other shows (Happy Days, and Laverne & Shirley), was enlightening. I also thought Richmond Peck's Harvey was also a nice rock in the pond. (This is a good thing). This movie told the age old story of Hollywood folks, going through the ups and downs of stardom. It kept me glued to my TV, and I learned to love Robin, well hell, mostly everybody seem to be the super people I sometimes think Hollywood is. Go figure. I sometimes wonder why the network people are always played to be idiots. We never saw the head of ABC. Just heard him, like Charlie from Charlie Angels (I wonder if this way planed?). It seems so sad, that a show at number 1, could be so destroy by their own network. I think this story could be told about anyone's life, as they climb the ladder of any job. Movie, and TV stars are always loved or hated by so many people, that you grew up with, you just want to reach back in their past, to remember your own past. I Remember watching the show, and always wondering what does happen in their personal lives. Mork and Mindy, will always be part of me, and I got to see part of them. It may not all be the truth, it's also all not a lie, but in the end, it told me a wonderful sad, happy story.",pos,positive,pos
"An example of genius filmaking. The epic story of three major stages of life for a young boy told with eloquence and raw fearlessness. Rarely does a film come along that causes me to out loud say during most of the viewing, ""this is a really good film...."" again and again. That is exactly what happened when I watched this film. I really do not understand how anyone could not like it. I found myself at moments crying and laughing at the very same moment, unable to control how I felt about the scene. The acting is outstanding. Eric Mabius  why is he not all over movie screens? He was really extraordinary. His seemingly effortless attempt on the screen impacted me in deep visceral ways. I thank him. In my opinion, Eric Schaeffer is one of the best filmakers around, and I hope he continues to rise to the challenges that he faces while trying to give us art in the face of ferocious commercial filmaking. ",pos,positive,pos
"I do not find this show at all funny. I actually think it is much worse than any of the other terrible Disney channel sit coms right now. Charlotte Arnold is an interesting choice to play Sadie, because she can't act. The jokes on this show are terribly unfunny, and it makes it even worse when the only cast member that has a little bit (and I mean little bit) of acting talent is Justin Bradley as Sadie's brother Hal. Jasmine Richards and Michael D'Ascenzo portray Sadie's friends. There both really stupid and just terrible actors. Two words that can really describe this show is terribly corny. It's corny humor that only little girls find funny because their brains have not developed yet. Now I've explained my hatred for the acting and the horrible humor, what's next? The whole premise of the show is a stupid idea. She changed again (not so sciencey an Ben loving) and suddenly nobody recognizes her? It's moronic. In summation, I hate this show, however little girls who do not have a concept of funny will enjoy it, so I guess that's what they're going for over quality. Although i can say as much as, the first season is clearly better than the second. BOTTOM LINE: JUST DON'T WATCH ANY OF IT. My rating: Awful show. TV G. 30 mins.",neg,negative,neg
"I really love action adventure films and this is one of the best. Of course, we love the stars of this genre, Bruce Willis, Sly Stallone, Clint Eastwood, Kurt Russell, Arnold Schwarzenegger and the rest, but its the story that really counts. The best are somewhat feasible but we can tolerate those that are a little ""over the top"" as in the comic book style of action. The more twists and turns, the more dire situations the heroes are involved in and the more shocking moments in the film; the more we action adventure fans enjoy them. ""In the Line of Fire"" has ALL the elements required for a rip roaring action thriller. It has Clint Eastwood as a near retirement Secret Service Agent whose one bad moment of failure haunts him. It has one of the most evil, despicable, maniacal villains in John Malkovich, the type in which you can't wait to see him, ""get his due"". It has Rene Russo as the 'love interest.' It has twists and turns, an occasional shock and even a touch of warmth and humor. It is extremely well paced by director Wolfgang Petersen and even has a score by the great Ennio Morricone. This one is a real roller coaster ride of a thriller! Don't miss it!",pos,positive,pos
"This is a funny movie, there's not a lot of those. OK, the plot is a bit disturbing, but very original. A teen trying to get even with dad, because he hasn't been around and almost sending him to jail because she lie to impress an older boy, how could that not be funny? Plus it not the typical movie featuring teens. First remake i've seen, that is better than the original, the only problem with both: Gerard Depardieu. With another actor this would be a perfect 10, because he plays all rolls the same way, sucks. Another problem it's all the women melting over him, that's not remotely believable, he is not attractive!, y had a rubber troll that was better looking than him, come on!",pos,Positive,pos
"Grave robber is sitting in his cell awaiting execution is visited by a monk wishing to take down his last words for posterity and as a warning to others about the horrible life he lead. At first reluctant, but with his tongue loosened up by drink the young grave robber is soon telling his story which is full of the dead, the undead and things that go bump in the night.  New York lensed horror film (filmed in part on Staten Island which no doubt brought the spirit of Andy Milligan lurking about) is one of the better horror comedies to come around in a while. This is an often very funny film that just spins its story out in every which way. The cast is first rate. Dominic Monaghan plays Arthur Blake the grave robber telling his story. Ron Perlman is Father Duffy the monk taking the statement and perhaps getting too involved in the tale. Both men are clearly having a grand old time and it shows. The rest of the cast is equally as good. The music by Jeff Grace is excellent. The effects are perfect for this sort of ghoulish silliness. The film is a great deal of fun. If there is any trouble with the film its that perhaps it throws its net a little wide so as the result has way too much going on. I don't want to give too much away but I don't think we needed the alien body in the mix. Still this is a great deal of fun and its one I'm pretty sure I will revisit on the IFC in Theaters where I saw it the first time, and later on I'm sure I'll pick up the DVD. Worth a look.",pos,positive,pos
"Apart from the fact that this film was made ( I suppose it seemed a good idea at the time considering BOTTOM was so popular ) the one thing that puzzled me about GUEST HOUSE PARADISO was what happened to the lighting ? There is absolutely no artificial lighting used in this film whatsoever , and I watched it on network TV so it wasn`t a case of watching a dodgy tape. In fact the film was shot so darkly it was impossible to see what the hell was going on . But if the dialogue was anything to go by that`s maybe not a bad thing",neg,negative,neg
"Even though this film was nothing special as such, I am drawn to comment on at least one factor that ruled in its favour   that of the lead female performer in the film, Dyan Cannon. In spite of the film's ridiculous storyline and what she goes through here, hers was the best acting job in the film, making the unbelievable seem more plausible. Her raucous scene with the gay photographer David Hemmings has to be seen to be believed. Good work, Dyan.",neg,Positive,pos
"This was a great anime. True the animation is old but its still worth watching and has a better plot than Ninja Scroll, the problem that it was kinda long. Japanese movie star Hiroyuki Sanada who played Ujio from Last Samurai played the main character Jiro and it was directed by Rintaro who did Galaxy Express 999 and Metropolis. The anime has some good animation for an old anime, interesting characters like the main villain Tenkai and Ando Shouzan and of course lets not forget the beautiful musical scores in the film. All in all this movie is worth watching for fans of anime, animation in general, action, and Samurai Ninja flicks. Despite the lows in the film that didn't the film from being a great film to watch. Don't miss this film.",pos,Positive,pos
"I believe there are two angles to the story, first, it's the world satyric view, presented in an obvious Kafkaesque manner, underlining the sordid spectacle behind some of life's most common, but also pleasant, or comfortable moments and elements, which are usually enough to keep man functioning in society. Like: a good job, a good home, a good wife, a good car, and even a good mistress. Apart from this so called common bliss, there are some, who cannot help asking themselves some more uncomfortable questions, like, where they come from, or weather they can have some other form of bliss, weather there could be a reason for them being or weather there could be something they missed out on, or, even more sinister, weather there could be something the system itself is withholding from them. Second, the most interesting aspect of this film, I believe, is the fact that it attacks head on this natural compulsion to dissect the world around us, questioning it by our personal judgment, and usually condemning it because it doesn't serve us better, because it's not tailor made to suit us as a person.  The symbolism behind the train accident, I believe suggests that our own will can be overpowered by fate or some other universal greater power, even in the face of our so called power to decide when we want out. Instead the man gets to be dismissed by this greater power(let's call it THE SYSTEM, because the authors clearly avoid calling it GOD, perhaps further underlining that the SYSTEM is MAN   made and therefore can be mastered by man, unlike FATE, which is a concept closer to religion) on it's own terms, not by killing him, but by showing him that there is a place for the man who asks wants too much, suggesting maybe, that true fulfillment does not come from the outside world, but from within, and if the outside world ""decides"" to provide you with some comfort, you should learn to accept it, without questioning the fabric of every little aspect of it.  Unconfortable, but makes you reevaluate some existential questions which have become mainstream in the last century, like what can man do in a world increasingly drained of substance, a consumer driven world in which man can be interchanged without making a difference to the bigger picture, but only as long as he is of some use to the system.",pos,positive,pos
"I love it! I love Pauly Shore. It seems some people don't agree. It's humor, and he's not like everyone else. The movie is great. I love the story line and most of the people in the movie. It's funny from the first time she meets him at school. I like the fact that she chooses him over the guy back home. I like that Tiffani Theissan isn't a bad girl in the end. All the secrets are let out. Only the people you want to see are left in the end. (except for those of you who don't like Pauly Shore.) Even if you don't like him, there are funny parts, and her family tortures him through most of the movie. She's country girl gone wild and needs to be heard. She finally makes it. It's got just the right amount of love and romance. I give it an 8 out of 10.",pos,Positive,pos
"I don't understand why it is so underrated on IMDb.. This movie is just the perfection.. The better adaptation of all times of the myth of Tarzan! As a french, I can say that this is the better role of Christophe Lambert, ridiculous in a lots of movies, but here absolutely wonderful, charismatic, incredible! The plot is great, well told, the story magnificent, the direction, the atmosphere, the music, every things are perfect! How believe these sequences with the Elgar music, just simply perfect.. Greystoke is truly an unbelievable movie, underrated here, I don't really know why, but really appreciated",pos,positive,pos
"I have seen many movies over the years and I am a big fan of comedies. But this so called comedy almost reduced me to tears. It is without a doubt the WORST movie I have ever witnessed, the worst. I remember hearing about this movie from a friend, and decided to view it. If I could I could turn back time, I would. I will regret for as long as I live, the time I wasted watching this rubbish. The storyline is so insane; it just makes no sense at all and leaves you confused. There is a Scottish mob and a German headhunter who are after Pestario 'Pest' Vargas (John Leguizamo), the Scottish mob after $50,000 dollars and the Germans after his head. In trying to escape The Pest, takes the form of many disguises. But in doing this we witness some of the most annoying, worst, mind numbing acting, dialogue and sounds in cinema history. This movie annoyed me so much; by the end I was full of aggression. I was so angry that I had wasted so much time watching a movie that would surely drive depressed people to almost certain suicide. I mean how can there be hope when a movie like this can be given permission to be made? I know people have their own opinions, but the most shocking thing about The Pest is that people actually like it. Why? What is funny about a man that is annoying from the very first second to the last? A man who cannot act? Who has an annoying voice and confusing face? I sat through it thinking the movie would get better, surely it would. It did not. Usually, you want the good guy to survive, but I wanted the Germans or the Scottish mob to find and kill The Pest, anything to put me out of my misery. There is nothing funny, interesting or normal that happens in this movie, its just plain annoying and confusing. The jokes are dead even before they are told. I feel sorry for the cameramen who have no say in how the movie is made, but actually have to film this drivel. I wouldn't be surprised if they are receiving counselling. If you want to remain sane and part of society, my advice is to never watch this movie. I'd rather lock myself in my room for 5 weeks and go without food and water than watch this movie again! I don't think I'll ever hate anything more than this.",neg,Negative,neg
"I work at a movie theater and every Thursday night we have an employee screening of one movie that comes out the next day...Today it was The Guardian. I saw the trailers and the ads and never expected much from it, and in no way really did i anticipate seeing this movie. Well turns out this movie was a lot more than I would have thought. It was a great story first of all. Ashton Kutcher and Kevin Costner did amazing acting work in this film. Being a big fan of That 70's Show I always found it hard thinking of Kutcher as anyone but Kelso despite the great acting he did in The Butterfly Effect, but after seeing this movie I think I might be able to finally look at him as a serious actor. It was also a great tribute to the unsung heroes of the U.S. Coast Guard.",pos,positive,pos
"This movie certainly is a weird one to say the least. The basic plot is 3 old business associates invite 2 strangers into their home for returning a lost wallet with 10 bucks in it. The two whom show up fall in love. The 3 older business men die and come back as ghosts to try to help the two younger guests out. Okay so that may make sense but then we have 3 old guys whom apparently have some bread living together..slightly weird here...Harry Carey plays his part way off base you can't tell if he is a nice guy or really a prick. I mean really, make up my mind I can handle it. Then there is Richard Carlson playing James Houston from Texas....hmmmmm, He sounds way more like a southern gentleman from Kentucky than a person from Texas. This one isn't even close.. Then we take the 3 ghosts whom would stand a better chance of helping the New Orleans Saints win a play off game than actually helping out...In fact they are really no help at all and why they are even in the film is beyond any scope of knowledge.. Silly film in which a cast of characters act totally out of character..You can avoid this one..",neg,negative,neg
"I love this movie ! I think I've seen it 5 times already (it was quite a success in France and they often play it on TV). Ok, it's a thriller and there is great tension. But mostly (and specifically in the second part) it is absolutely hilarious ! And very original. The directing and photography are just splendid.",pos,positive,pos
"What a great movie!! It's a touching story about four high school friends who grow up in the 1960s. Throughout the decade, the friends are somewhat separated, but they mnnage to see each other occasionally. There are many tragedies, but there are also a lot of happy moments that make you laugh and smile. It's a heart filled tale of life, love and friendship. Definitely a must see for drama fans.",pos,positive,pos
"When I tuned in to my local PBS station last night to watch ""The War That Made America"". I was expecting a dull documentary, instead I got a very good and believable reenactment of the major events of the time. Now I see the reasons for the American Revolution, and the part the Indian wars played. Larry Nehring IS George Washington, and he is perfect for that part. The narrative to the camera, also work fantastic. I'm looking forward to next week, to see the rest. It's good to see PBS really using the HD format to bring the 1700 right in to our living room. I hope Larry Nehring is seen more in the future, since he is such a talented actor.",pos,positive,pos
"Why is it that Canada can turn out decent to good movies in every genre, other then action? I caught Dragon Hunt on TV the other day and it was like a train wreck. I just could not change the channel, it's sheer stupidity sapped my willpower. Its pretty telling that the cast IMDb ""credits"" with this monstrosity apparently never worked again. Bad acting, bad writing, bad narration, bad music, bad hair, bad cinematography. It just goes on and on. The movie really has nothing to recommend it. If you're looking for bad action films to enjoy by laughing out, there are a tonne of other films that won't require you to scorch out your retinas afterwards. I hope this film didn't get money from the government for financing, otherwise I'm never paying taxes again.",neg,Negative,neg
"This film isn't a little bad. It's not even kind of bad. It's horrid. You know you're in trouble when Charo shows up in a film. She must have had the week off from ""Love Boat."" George Kennedy, at least he's a gamer   he's in there trying. Actually, he's all right. And it's good to see Martha Raye. Jimmie Walker's okay. There's slightly better acting than in Airport '75 but what film doesn't have better acting than Airport '75? One thing I liked about this film is that it had more going on than a lot of other disaster films plot wise. At least they made an attempt at subplots. What really hurts this film is the special effects   ugh! Not too special if you ask me. This is the kind of film that at 2am is truly, truly funny if you've been up having fun with your buddies and you're looking for something to laugh at.",neg,Negative,neg
